order_date,order_id,product,quantity,unit_price,sales_amount
2025-05-11,ORD00276,Product D,8,149.99,1199.92
2025-05-11,ORD00127,Product C,5,149.99,749.95
2025-05-11,ORD00042,Product E,2,99.99,199.98
2025-05-14,ORD00163,Product E,3,29.99,89.97
2025-05-15,ORD00044,Product E,1,49.99,49.99
2025-05-15,ORD00303,Product D,8,149.99,1199.92
2025-05-15,ORD00111,Product A,2,49.99,99.98
2025-05-16,ORD00101,Product B,4,149.99,599.96
2025-05-17,ORD00183,Product E,3,29.99,89.97
2025-05-19,ORD00103,Product B,5,29.99,149.95
2025-05-20,ORD00267,Product D,5,29.99,149.95
2025-05-22,ORD00387,Product A,9,49.99,449.91
2025-05-23,ORD00148,Product D,2,19.99,39.98
2025-05-23,ORD00388,Product A,9,99.99,899.91
2025-05-24,ORD00426,Product D,9,99.99,899.91
2025-05-24,ORD00465,Product A,2,99.99,199.98
2025-05-24,ORD00233,Product A,8,19.99,159.92
2025-05-24,ORD00260,Product C,6,149.99,899.94
2025-05-25,ORD00432,Product B,5,149.99,749.95
2025-05-27,ORD00493,Product E,6,29.99,179.94
2025-05-27,ORD00431,Product A,5,99.99,499.95
2025-05-27,ORD00273,Product B,4,29.99,119.96
2025-05-27,ORD00244,Product D,6,49.99,299.94
2025-05-27,ORD00325,Product C,3,19.99,59.97
2025-05-28,ORD00245,Product A,2,29.99,59.98
2025-05-28,ORD00241,Product C,2,99.99,199.98
2025-05-30,ORD00401,Product D,1,19.99,19.99
2025-05-30,ORD00017,Product C,5,49.99,249.95000000000002
2025-05-31,ORD00365,Product D,7,49.99,349.93
2025-05-31,ORD00255,Product C,7,99.99,699.93
2025-06-01,ORD00190,Product D,4,99.99,399.96
2025-06-01,ORD00277,Product E,4,19.99,79.96
2025-06-01,ORD00015,Product E,7,149.99,1049.93
2025-06-02,ORD00290,Product B,1,149.99,149.99
2025-06-02,ORD00396,Product E,2,19.99,39.98
2025-06-03,ORD00464,Product D,5,29.99,149.95
2025-06-04,ORD00367,Product E,8,99.99,799.92
2025-06-06,ORD00092,Product A,1,19.99,19.99
2025-06-07,ORD00310,Product E,3,149.99,449.97
2025-06-07,ORD00333,Product E,8,49.99,399.92
2025-06-07,ORD00430,Product C,6,19.99,119.94
2025-06-09,ORD00269,Product B,6,49.99,299.94
2025-06-09,ORD00153,Product A,6,149.99,899.94
2025-06-09,ORD00192,Product B,5,149.99,749.95
2025-06-09,ORD00219,Product A,2,19.99,39.98
2025-06-10,ORD00349,Product C,2,29.99,59.98
2025-06-10,ORD00280,Product A,8,149.99,1199.92
2025-06-10,ORD00298,Product B,9,19.99,179.91
2025-06-10,ORD00024,Product E,6,149.99,899.94
2025-06-11,ORD00072,Product A,4,19.99,79.96
2025-06-12,ORD00105,Product C,3,49.99,149.97
2025-06-12,ORD00295,Product A,4,19.99,79.96
2025-06-14,ORD00185,Product A,8,19.99,159.92
2025-06-16,ORD00047,Product D,4,99.99,399.96
2025-06-18,ORD00297,Product D,2,99.99,199.98
2025-06-19,ORD00160,Product A,8,29.99,239.92
2025-06-19,ORD00374,Product E,2,29.99,59.98
2025-06-19,ORD00032,Product B,7,99.99,699.93
2025-06-19,ORD00407,Product B,4,49.99,199.96
2025-06-20,ORD00149,Product B,1,29.99,29.99
2025-06-21,ORD00189,Product D,8,29.99,239.92
2025-06-21,ORD00121,Product C,5,149.99,749.95
2025-06-21,ORD00331,Product C,6,149.99,899.94
2025-06-21,ORD00217,Product C,6,19.99,119.94
2025-06-22,ORD00383,Product A,1,19.99,19.99
2025-06-23,ORD00360,Product A,2,29.99,59.98
2025-06-24,ORD00036,Product B,1,29.99,29.99
2025-06-25,ORD00372,Product C,2,149.99,299.98
2025-06-25,ORD00307,Product A,8,99.99,799.92
2025-06-28,ORD00138,Product E,1,19.99,19.99
2025-06-29,ORD00406,Product D,8,149.99,1199.92
2025-06-29,ORD00490,Product D,9,149.99,1349.91
2025-06-29,ORD00195,Product B,7,49.99,349.93
2025-06-30,ORD00342,Product A,6,99.99,599.9399999999999
2025-07-03,ORD00224,Product E,8,149.99,1199.92
2025-07-04,ORD00467,Product A,6,29.99,179.94
2025-07-05,ORD00397,Product B,4,49.99,199.96
2025-07-06,ORD00205,Product A,2,29.99,59.98
2025-07-06,ORD00155,Product C,2,149.99,299.98
2025-07-06,ORD00237,Product E,9,29.99,269.90999999999997
2025-07-07,ORD00345,Product B,7,99.99,699.93
2025-07-07,ORD00033,Product E,4,19.99,79.96
2025-07-07,ORD00090,Product C,7,49.99,349.93
2025-07-08,ORD00457,Product B,9,99.99,899.91
2025-07-08,ORD00006,Product D,8,99.99,799.92
2025-07-09,ORD00080,Product A,3,49.99,149.97
2025-07-09,ORD00035,Product B,9,19.99,179.91
2025-07-09,ORD00399,Product B,5,49.99,249.95000000000002
2025-07-09,ORD00174,Product D,7,99.99,699.93
2025-07-10,ORD00347,Product B,3,29.99,89.97
2025-07-10,ORD00069,Product A,1,49.99,49.99
2025-07-11,ORD00328,Product B,1,99.99,99.99
2025-07-11,ORD00458,Product E,3,149.99,449.97
2025-07-11,ORD00022,Product D,3,99.99,299.96999999999997
2025-07-13,ORD00293,Product B,3,99.99,299.96999999999997
2025-07-14,ORD00304,Product B,1,19.99,19.99
2025-07-15,ORD00418,Product C,4,49.99,199.96
2025-07-17,ORD00182,Product A,3,29.99,89.97
2025-07-17,ORD00220,Product B,5,149.99,749.95
2025-07-17,ORD00231,Product E,1,19.99,19.99
2025-07-18,ORD00247,Product E,4,99.99,399.96
2025-07-20,ORD00235,Product C,9,29.99,269.90999999999997
2025-07-20,ORD00112,Product B,2,99.99,199.98
2025-07-21,ORD00073,Product E,5,99.99,499.95
2025-07-22,ORD00223,Product C,6,99.99,599.9399999999999
2025-07-23,ORD00474,Product D,1,99.99,99.99
2025-07-25,ORD00060,Product B,4,49.99,199.96
2025-07-26,ORD00134,Product D,4,99.99,399.96
2025-07-27,ORD00083,Product A,6,49.99,299.94
2025-07-27,ORD00275,Product A,5,149.99,749.95
2025-07-27,ORD00296,Product A,1,99.99,99.99
2025-08-01,ORD00082,Product D,9,149.99,1349.91
2025-08-02,ORD00123,Product B,1,29.99,29.99
2025-08-03,ORD00010,Product A,7,19.99,139.92999999999998
2025-08-03,ORD00078,Product D,9,49.99,449.91
2025-08-03,ORD00393,Product B,1,29.99,29.99
2025-08-04,ORD00118,Product B,7,19.99,139.92999999999998
2025-08-05,ORD00088,Product E,4,29.99,119.96
2025-08-06,ORD00475,Product D,2,29.99,59.98
2025-08-06,ORD00070,Product A,8,49.99,399.92
2025-08-06,ORD00218,Product E,9,99.99,899.91
2025-08-06,ORD00130,Product D,1,49.99,49.99
2025-08-08,ORD00469,Product A,5,149.99,749.95
2025-08-08,ORD00332,Product C,6,29.99,179.94
2025-08-08,ORD00209,Product D,4,49.99,199.96
2025-08-10,ORD00481,Product D,2,99.99,199.98
2025-08-10,ORD00145,Product E,1,29.99,29.99
2025-08-11,ORD00355,Product E,2,19.99,39.98
2025-08-11,ORD00491,Product C,5,99.99,499.95
2025-08-12,ORD00212,Product E,7,29.99,209.92999999999998
2025-08-13,ORD00213,Product E,7,49.99,349.93
2025-08-13,ORD00186,Product C,2,99.99,199.98
2025-08-13,ORD00175,Product C,3,29.99,89.97
2025-08-14,ORD00318,Product C,5,149.99,749.95
2025-08-15,ORD00287,Product B,6,99.99,599.9399999999999
2025-08-15,ORD00125,Product E,6,149.99,899.94
2025-08-17,ORD00439,Product B,1,99.99,99.99
2025-08-18,ORD00312,Product E,2,29.99,59.98
2025-08-19,ORD00173,Product E,9,29.99,269.90999999999997
2025-08-19,ORD00108,Product C,6,149.99,899.94
2025-08-19,ORD00141,Product B,7,19.99,139.92999999999998
2025-08-19,ORD00146,Product E,8,29.99,239.92
2025-08-21,ORD00337,Product B,9,29.99,269.90999999999997
2025-08-21,ORD00179,Product B,6,49.99,299.94
2025-08-21,ORD00271,Product C,3,19.99,59.97
2025-08-21,ORD00194,Product D,5,149.99,749.95
2025-08-22,ORD00188,Product B,8,49.99,399.92
2025-08-24,ORD00028,Product C,8,29.99,239.92
2025-08-25,ORD00084,Product D,7,49.99,349.93
2025-08-25,ORD00147,Product B,3,99.99,299.96999999999997
2025-08-25,ORD00455,Product A,8,29.99,239.92
2025-08-26,ORD00473,Product E,5,49.99,249.95000000000002
2025-08-26,ORD00309,Product D,7,49.99,349.93
2025-08-27,ORD00448,Product B,8,99.99,799.92
2025-08-28,ORD00232,Product B,9,49.99,449.91
2025-08-29,ORD00142,Product B,3,99.99,299.96999999999997
2025-08-30,ORD00052,Product D,5,49.99,249.95000000000002
2025-08-31,ORD00156,Product E,6,99.99,599.9399999999999
2025-09-01,ORD00040,Product D,4,149.99,599.96
2025-09-03,ORD00486,Product E,3,149.99,449.97
2025-09-03,ORD00371,Product C,9,149.99,1349.91
2025-09-04,ORD00375,Product B,7,99.99,699.93
2025-09-04,ORD00221,Product B,3,29.99,89.97
2025-09-04,ORD00462,Product E,8,99.99,799.92
2025-09-07,ORD00484,Product A,6,19.99,119.94
2025-09-07,ORD00492,Product E,4,19.99,79.96
2025-09-09,ORD00079,Product E,6,99.99,599.9399999999999
2025-09-09,ORD00242,Product A,7,29.99,209.92999999999998
2025-09-09,ORD00089,Product E,6,149.99,899.94
2025-09-09,ORD00259,Product A,9,149.99,1349.91
2025-09-10,ORD00348,Product E,8,99.99,799.92
2025-09-10,ORD00027,Product E,3,99.99,299.96999999999997
2025-09-11,ORD00266,Product B,1,99.99,99.99
2025-09-11,ORD00480,Product B,8,29.99,239.92
2025-09-11,ORD00286,Product D,6,29.99,179.94
2025-09-12,ORD00226,Product A,8,99.99,799.92
2025-09-12,ORD00131,Product A,4,149.99,599.96
2025-09-13,ORD00350,Product A,7,149.99,1049.93
2025-09-14,ORD00495,Product C,5,29.99,149.95
2025-09-14,ORD00128,Product E,1,29.99,29.99
2025-09-15,ORD00019,Product A,8,19.99,159.92
2025-09-16,ORD00240,Product A,4,29.99,119.96
2025-09-16,ORD00180,Product A,9,99.99,899.91
2025-09-17,ORD00067,Product C,2,29.99,59.98
2025-09-18,ORD00107,Product C,9,99.99,899.91
2025-09-19,ORD00419,Product A,8,29.99,239.92
2025-09-20,ORD00258,Product A,5,29.99,149.95
2025-09-21,ORD00058,Product C,4,99.99,399.96
2025-09-21,ORD00315,Product C,6,149.99,899.94
2025-09-21,ORD00412,Product E,8,19.99,159.92
2025-09-21,ORD00386,Product D,8,19.99,159.92
2025-09-22,ORD00053,Product B,4,29.99,119.96
2025-09-24,ORD00254,Product B,6,29.99,179.94
2025-09-25,ORD00114,Product D,3,19.99,59.97
2025-09-25,ORD00199,Product D,1,149.99,149.99
2025-09-26,ORD00427,Product C,1,149.99,149.99
2025-09-27,ORD00074,Product C,8,99.99,799.92
2025-09-28,ORD00077,Product D,1,149.99,149.99
2025-09-28,ORD00409,Product C,5,149.99,749.95
2025-09-28,ORD00034,Product B,6,29.99,179.94
2025-09-28,ORD00003,Product D,8,29.99,239.92
2025-09-29,ORD00456,Product B,3,149.99,449.97
2025-09-30,ORD00368,Product B,1,19.99,19.99
2025-10-01,ORD00048,Product A,8,149.99,1199.92
2025-10-02,ORD00435,Product C,1,99.99,99.99
2025-10-04,ORD00319,Product A,1,19.99,19.99
2025-10-04,ORD00023,Product E,6,149.99,899.94
2025-10-04,ORD00301,Product E,9,149.99,1349.91
2025-10-05,ORD00460,Product D,2,49.99,99.98
2025-10-06,ORD00442,Product D,2,149.99,299.98
2025-10-07,ORD00087,Product B,5,99.99,499.95
2025-10-07,ORD00228,Product B,1,99.99,99.99
2025-10-07,ORD00499,Product A,5,29.99,149.95
2025-10-07,ORD00339,Product E,1,19.99,19.99
2025-10-07,ORD00361,Product C,3,19.99,59.97
2025-10-08,ORD00354,Product C,3,29.99,89.97
2025-10-10,ORD00316,Product C,2,99.99,199.98
2025-10-10,ORD00176,Product C,8,99.99,799.92
2025-10-10,ORD00133,Product E,1,19.99,19.99
2025-10-11,ORD00322,Product D,7,149.99,1049.93
2025-10-11,ORD00164,Product B,3,99.99,299.96999999999997
2025-10-11,ORD00158,Product A,4,29.99,119.96
2025-10-12,ORD00468,Product A,8,19.99,159.92
2025-10-13,ORD00169,Product E,2,49.99,99.98
2025-10-13,ORD00320,Product C,1,49.99,49.99
2025-10-15,ORD00392,Product D,1,49.99,49.99
2025-10-15,ORD00363,Product D,8,19.99,159.92
2025-10-16,ORD00300,Product A,5,149.99,749.95
2025-10-16,ORD00106,Product E,4,149.99,599.96
2025-10-16,ORD00479,Product A,8,149.99,1199.92
2025-10-17,ORD00449,Product E,9,49.99,449.91
2025-10-17,ORD00489,Product E,9,149.99,1349.91
2025-10-20,ORD00119,Product A,4,19.99,79.96
2025-10-21,ORD00021,Product C,7,99.99,699.93
2025-10-21,ORD00227,Product A,7,99.99,699.93
2025-10-22,ORD00200,Product D,7,149.99,1049.93
2025-10-23,ORD00081,Product C,8,19.99,159.92
2025-10-25,ORD00256,Product A,5,29.99,149.95
2025-10-26,ORD00370,Product C,6,49.99,299.94
2025-10-28,ORD00094,Product C,7,29.99,209.92999999999998
2025-10-29,ORD00341,Product E,5,29.99,149.95
2025-10-31,ORD00274,Product D,3,49.99,149.97
2025-10-31,ORD00265,Product A,7,19.99,139.92999999999998
2025-10-31,ORD00076,Product A,8,149.99,1199.92
2025-10-31,ORD00302,Product E,9,99.99,899.91
2025-10-31,ORD00324,Product C,8,149.99,1199.92
2025-11-01,ORD00405,Product E,9,29.99,269.90999999999997
2025-11-02,ORD00378,Product C,7,19.99,139.92999999999998
2025-11-03,ORD00043,Product B,5,49.99,249.95000000000002
2025-11-03,ORD00187,Product D,3,29.99,89.97
2025-11-04,ORD00248,Product C,9,49.99,449.91
2025-11-04,ORD00425,Product D,9,29.99,269.90999999999997
2025-11-05,ORD00018,Product A,8,29.99,239.92
2025-11-06,ORD00068,Product A,9,99.99,899.91
2025-11-06,ORD00294,Product D,3,19.99,59.97
2025-11-07,ORD00424,Product B,2,29.99,59.98
2025-11-09,ORD00381,Product D,7,19.99,139.92999999999998
2025-11-10,ORD00025,Product D,3,99.99,299.96999999999997
2025-11-10,ORD00402,Product C,5,149.99,749.95
2025-11-11,ORD00191,Product E,4,99.99,399.96
2025-11-12,ORD00380,Product E,3,19.99,59.97
2025-11-12,ORD00050,Product E,8,19.99,159.92
2025-11-13,ORD00323,Product A,1,49.99,49.99
2025-11-14,ORD00184,Product C,1,49.99,49.99
2025-11-14,ORD00197,Product D,7,49.99,349.93
2025-11-14,ORD00441,Product C,2,49.99,99.98
2025-11-15,ORD00434,Product B,7,149.99,1049.93
2025-11-16,ORD00041,Product B,6,99.99,599.9399999999999
2025-11-17,ORD00385,Product B,9,149.99,1349.91
2025-11-18,ORD00391,Product A,5,99.99,499.95
2025-11-19,ORD00351,Product B,2,19.99,39.98
2025-11-19,ORD00358,Product D,8,29.99,239.92
2025-11-20,ORD00222,Product B,4,149.99,599.96
2025-11-21,ORD00229,Product A,2,99.99,199.98
2025-11-21,ORD00496,Product C,9,29.99,269.90999999999997
2025-11-21,ORD00487,Product C,8,29.99,239.92
2025-11-22,ORD00238,Product A,6,99.99,599.9399999999999
2025-11-22,ORD00408,Product B,5,99.99,499.95
2025-11-23,ORD00097,Product E,5,99.99,499.95
2025-11-23,ORD00154,Product A,1,19.99,19.99
2025-11-24,ORD00113,Product B,1,19.99,19.99
2025-11-25,ORD00046,Product E,6,149.99,899.94
2025-11-27,ORD00011,Product A,1,19.99,19.99
2025-11-27,ORD00170,Product E,7,19.99,139.92999999999998
2025-12-02,ORD00500,Product E,7,19.99,139.92999999999998
2025-12-04,ORD00085,Product D,1,19.99,19.99
2025-12-04,ORD00292,Product C,4,49.99,199.96
2025-12-04,ORD00251,Product E,1,149.99,149.99
2025-12-06,ORD00168,Product E,7,49.99,349.93
2025-12-06,ORD00056,Product C,3,29.99,89.97
2025-12-06,ORD00285,Product C,8,149.99,1199.92
2025-12-07,ORD00476,Product B,8,149.99,1199.92
2025-12-08,ORD00404,Product A,1,99.99,99.99
2025-12-08,ORD00394,Product C,3,29.99,89.97
2025-12-08,ORD00364,Product B,7,99.99,699.93
2025-12-09,ORD00211,Product D,3,99.99,299.96999999999997
2025-12-10,ORD00020,Product B,3,29.99,89.97
2025-12-10,ORD00099,Product E,5,19.99,99.94999999999999
2025-12-11,ORD00096,Product D,8,49.99,399.92
2025-12-11,ORD00029,Product B,4,99.99,399.96
2025-12-12,ORD00261,Product E,8,149.99,1199.92
2025-12-12,ORD00136,Product D,6,49.99,299.94
2025-12-12,ORD00054,Product E,2,29.99,59.98
2025-12-12,ORD00243,Product E,5,49.99,249.95000000000002
2025-12-12,ORD00438,Product E,4,29.99,119.96
2025-12-14,ORD00172,Product D,1,19.99,19.99
2025-12-15,ORD00340,Product A,7,49.99,349.93
2025-12-15,ORD00002,Product A,2,99.99,199.98
2025-12-15,ORD00239,Product B,6,29.99,179.94
2025-12-15,ORD00291,Product C,4,99.99,399.96
2025-12-15,ORD00461,Product B,9,149.99,1349.91
2025-12-16,ORD00421,Product C,6,19.99,119.94
2025-12-17,ORD00075,Product C,5,149.99,749.95
2025-12-18,ORD00246,Product E,5,149.99,749.95
2025-12-18,ORD00140,Product C,1,99.99,99.99
2025-12-20,ORD00390,Product D,4,149.99,599.96
2025-12-21,ORD00377,Product C,2,29.99,59.98
2025-12-21,ORD00423,Product D,3,149.99,449.97
2025-12-23,ORD00482,Product C,8,99.99,799.92
2025-12-25,ORD00181,Product A,5,99.99,499.95
2025-12-25,ORD00132,Product A,9,19.99,179.91
2025-12-26,ORD00359,Product A,3,29.99,89.97
2025-12-26,ORD00122,Product B,8,149.99,1199.92
2025-12-26,ORD00014,Product C,1,99.99,99.99
2025-12-26,ORD00063,Product D,6,149.99,899.94
2025-12-26,ORD00252,Product E,5,19.99,99.94999999999999
2025-12-30,ORD00038,Product C,7,29.99,209.92999999999998
2025-12-31,ORD00313,Product B,5,29.99,149.95
2025-12-31,ORD00420,Product C,4,29.99,119.96
